COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME
84084,"Video and Audio Systems, Accessories Parts (Closed Circuit","255575                   TRANSITION E100BTXFX05SMNA    100B-TX (RJ45) TO 100B-FX (SC)  SM, 1310NM, 20KM  E-100BTX-FX-05(SM)",#15858-Transceivers required for this location
8408429,"CAMERAS, CLOSED CIRCUIT TELEVISION",Discover mini dome 540TVL 2.9-10mm day/night clear white NTSC,#16151-CCTV
84070,"Video Camera-Recorders, Accessories and Parts (Por",RFQ Processed by J. Barrios  Graybar $4320.00  Border States $4605.00,Camera Dome Drive/Pumping Division/Marshall
72582,"Two-Way Radio Supplies, Parts, and Accessories","698-2700 MHz LTE Low Profile Antenna, No Mount","TESSCO $3,337.13 SEE ATTACHED"
84084280003,"CAMERA, VIDEO SURVEILLANCE (INDOOR-CLOSE QUARTER) CCTV CAMER","Contract Request: for 1 year with two 1 Year Extensions for the purhcase of Pelco Part # S5118-EG1 Spectra HD Camera, must be compatible with City of Austin ATMS (Advanced Traffic Management System from Kimley Horn Assoc.) This purchase includes Pelco PA402 pole adapter and IWM-24-GY Mounting Arm, with each camera being provided. ""All cameras shall come with a 5 Year Warranty. Support staff shall be available within 48 hours of notification, may require onsite assistance.  8 hours of training shall be give 3 weeks after the first delivery.  Each delivery shall be 30 working days after receiving PO. This purhcase is for Inventory Purposes, per Guadalupe Alvarado.",Pelco Part#S5118-EG1 Spectra HD Cameras
72582,"Two-Way Radio Supplies, Parts, and Accessories",Motorola Two-Way Radio Parts and Accessories  8505815 Mesh Spkr [3585340d01],RZ Communications quote RZ-Q-1054
72582,"Two-Way Radio Supplies, Parts, and Accessories",EPC Lapel Mic with PTT Button,"GT DISTRIBUTORS $5,555.66 SEE ATTACHED"
7252762,"RADIOS, MOBILE, HIGH FREQUENCY, INCLUDING EXTENDED","BILL TO  City Of Austin CTM  Accounts Payable  PO BOX 1088  Austin, TX 78767",Motorola DO:  APX8000XE Radios (10) WO717855 for AFD
72582,"Two-Way Radio Supplies, Parts, and Accessories",319012 PCTEL PCTCN7080 760-870 1/4 Wave Ant Titanium Gray,"TESSCO WO442580 APD  $20,015.42"
2802984,"CABLE, TELEVISION",Recurring Time Warner Cable Invoice,Recurring Time Warner Cable Invoice
72516,"Consoles, Communication",GA00318  4 YR SfS LITE with Reginal Promo Discount,Motorola $10061.51  scc6418b
72574,"Two-Way Radio, Portable, Including Vehicle Radio R",H51UCH9PW7 N,Motorola $20825.24
72582,"Two-Way Radio Supplies, Parts, and Accessories","BaInsert, Universal Muc (qty 6) [nntn8170a]","RZ COMMUNICATIONS $10,392.58 SEE ATTACHED"
7251255,"PARTS AND ACCESSORIES, ANTENNA",SMBDX80DIN Radio Brackets for din Rail mounting,Wireless Analog Devices for SCADA-L Glover
65512,"CAMERAS, VIDEO, FOR USE IN POLICE VEHICLES",MV-VLP-BP-P2 - 2198.00,"L3 Communications, P/N MV-VLP-BP-P2 - $2258.00"
7252762,"RADIOS, MOBILE, HIGH FREQUENCY, INCLUDING EXTENDED","Motorola quote scc4313a-e,  G361,G398AU,  G442, G444, G51, G67, G806, G831, G89, G996,   GA00580, GA01767, M25URS9PW1 N, QA01648, W20, W947, W969, W969 CREDIT",Motorola quote scc4313a-e
72582,"Two-Way Radio Supplies, Parts, and Accessories","450022  Ant, GPS 5V, Black","TESSCO $3,765.90  SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",MOTOROLA 8505241U11 ANTENNA,"RZ COMMUNICATIONS $5,221.62 SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",HKN6182B: CABLE KEYLOADING ADAPTER CGAI,Motorola WO686824 $1144.70
72582,"Two-Way Radio Supplies, Parts, and Accessories","6982700  MHz LTE Low Profile  Antenna, No Mount",TESSCO $4143.30 SEE ATTACHED
72582,"Two-Way Radio Supplies, Parts, and Accessories",97926,Tessco $2808.94.  See attached
72516,"Consoles, Communication",Motorola 7.7 Upgrade DLN6700,Motorola 7.7 Upgrade
72519,Encoder/Decoder with Printer (Vehicle),"Please use additonal cc codes:  72519, 92045, 20837, 84086, 84050",HDTV Mult Channel Server & HDTV Studio Cameras
72559,Telecommunication Parts and Accessories (Not Other,"""PR1107.""   RC-6MU4K  Radio Cable  Overmolded Conxall  6"" Radio Cable, System 900, 1310, or 1600  For Motorola APX/XTL series of mobile  radios, dash-mount or remote-mount  versions, also for PM1500 Radios.","Pinnacle Peak Holding Corp est 926927 ""PR1107"" $5,461.25"
72574,"Two-Way Radio, Portable, Including Vehicle Radio R","H51UCH9PW7AN  APX 4000 7/800 MHZ MODEL 3  PORTABLE  ADD: P25 LINK LAYER  AUTHENTICATION  ADD: EXTREME NOISE  REDUCTION    ADD: HW KEY SUPPLEMENTAL  DATA    ADD: PROGRAMMING OVER P25  (OTAP)    ALT: IMPRES LI-ION 2800MAH  (PMNN4448  ENH: 3600 OR 9600 TRUNKING  BAUD SINGLE SYSTEM    ADD: 5Y ESSENTIAL SERVICE    ADD: GROUP SERVICES  ADD: TDMA OPERATION    ADD: NO ENCRYPTION, CLEAR  RADIO (NO ADP) (US ONLY)","Motorola WO678342 $12,269.58"
84010,"Antennas and Accessories: Amplifiers, Brackets, Ma",890-960 9dB 3 Element Yagi Antenna,"TESSCO  $2,900.52 SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories","REMOTE SPEAKER MIC, NC [PMMN4045]","RZ COMMUNICATIONS $10,002.63 SEE ATTACHED"
2802939,"CABLE, COMMUNICATIONS, AUDIO/VIDEO",part number PMW-200,Channel 6 Video/Audio Production Equipment
72574,"Two-Way Radio, Portable, Including Vehicle Radio R",APX 4000 7/800 MHZ Model 3 Portable,Motorola $59902.92
72582,"Two-Way Radio Supplies, Parts, and Accessories",MOTOROLA 8505241U11 ANTENNA,"RZ COMMUNICATIONS $10,033.72 SEE ATTACHED"
72516,"Consoles, Communication",Motorola 7.7 Upgrade TT2159A,Motorola 7.7 Upgrade
72582,"Two-Way Radio Supplies, Parts, and Accessories","432135  Ant, GPS 5V, White","TESSCO $9,810.95  SEE ATTACHED"
20468,"Peripherals, Miscellaneous: Joy Sticks, Graphic Di",PR0010696  Contract # 92AHI  Logitech MeetUp Video Conference  Camera for Huddle Rooms,Dell Hardware and Accessories - Water
72516,"Consoles, Communication",Motorola 7.7 Upgrade SQM01SUM0205,Motorola 7.7 Upgrade
72559,Telecommunication Parts and Accessories (Not Other,,GE PROFICY GLOBALCARE
72582,"Two-Way Radio Supplies, Parts, and Accessories","Antenna, GPS, 5V, Black, No Ground Plane",TESSCO 1999.74 SEE ATTACHED
72512,"Antennas and Accessories (Radio Only): Brackets, M",53671  PCTEL RBGPLI UPC: RBGPLI 0-1000 MHz Mag Mount RG58/U Mini UHF,TESSCO WO570965 $266.20
8408429,"CAMERAS, CLOSED CIRCUIT TELEVISION","16chnl, 480ips/CIF, 1.0 TB  TXMAS-6-840130",#16151-CCTV
72574,"Two-Way Radio, Portable, Including Vehicle Radio R",H51UCH9PW7 N  APX 4000 7/800 MHZ MODEL 3 PORTABLE,Motorola $2896.32  Quote baz121519b
20625,"Computer Systems, Digital",Backhaul Rundberg to CTECC Coaxial Cables (milestone 2),Avrio - 1006736 - public safety video
72582,"Two-Way Radio Supplies, Parts, and Accessories",ANTENNA [8505241U11],"RZ COMMUNICATIONS MOTOROLA PARTS  20,241.62 SEE A"
5512,"Cameras, Video, Automotive",Camera Repairs,Camera Repair for ARR Trucks
72582,"Two-Way Radio Supplies, Parts, and Accessories",Motorola Two-Way Radio Parts & Accessories - part no. HLN9844A,Motorola parts
80340,"Microphones and Related Equipment: Chestsets, Earp",#89434-01 HW520 Encore Pro Wideband Binaural,#64336-31 HW251 Supra Plus Wideband Monaural
72582,"Two-Way Radio Supplies, Parts, and Accessories","446759  *Ant Roof Mount, Cell/PCS",TESSCO $4.912.80  SEE ATTACHED
72582,"Two-Way Radio Supplies, Parts, and Accessories",PMKN4012A  DMR PORT PROG CABLE,"MOTOROLA $2,932.63  SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",Dual Band 2.4/4.9 GHz  Phantom Antenna NMO Black,TESSCO $2801.30 SEE ATTACHED
5508893,"TRANSMITTERS, TONE",,"patriot transmitter, spare transmitter,holster, strap"
72582,"Two-Way Radio Supplies, Parts, and Accessories","MOTOROLA BDN6673B CABLE, RADIO ADAPTER, HT1000","RZ COMMUNICATIONS  $6,135.30  SEE ATTCACHED"
7256155,"PARTS & FITTINGS, RADIO TOWER",Dual Band 2.4/4.9 GHz Phantom Antenna NMO Black,TESSCO  $4494.62 SEE ATTACHED
12025,"Bridges, Passenger Loading",1 EA Freight @ $561.49,Compressor/Ducts for Warehouse Stock
55072,"Stripes and Legends, Plastic, Prefabricated, Refle",Unit Cost: $326.70  Qty: 3,Legends for Red Bus Lane Project
12025,"Bridges, Passenger Loading","10 each Access Panel, 18"" Round #3636159 @103.74 = $1037.40",Passenger Boarding Bridge Parts  MAX PO# 11173 PR # 9041
63066101002,PAINT MARKING ASPHALT/CONCRETE BLUE,RC LN____ QTY DEL____ P/F_____ B/O_____ DEL DATE________,material needed at awgbsc
75052,Flexible Base,150 tons road base for GBSC....beckera,road base...beckera
74514,"Asphaltic Concrete, Cold Laid",8 loads cold mix - Jerrell,"8 loads cold mix, Jerrell"
57028401001,"GUARD RAIL, CURVED",Inv item - South,Tx Corrugators/B.Ramirez/3 inv guardrail items/4 misc. items
55072,"Stripes and Legends, Plastic, Prefabricated, Refle",Replaces portion of DO-2400-18072713608  White Traffic Paint - 250 gal totes  qty 1500 gal   Price $10.75,Replaces portion of DO-2400-18072713608
63066,"Paints, Traffic",2 Totes White Type lll Traffic Paint @275 gallons per Tote @ 3093.75 = $6187.50,White Type lll Traffic Paint for ABIA AMX PO# 11110 #8982
75052,Flexible Base,10 loads of road base...nsc,road base
63066101002,PAINT MARKING ASPHALT/CONCRETE BLUE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE___________,MATERIAL NEEDED AT GBSC
5503648,THERMOPLASTIC PAVEMENT MARKING MATERIAL,The thermoplasteic pavement marking material shall be provided in accordance with Flint Trading Inc. Sole Source quote# 00099093.,PreMark Preformed Thermoplastic Pavement Marking Material
5500884,"TABS, DELINEATOR, REFLECTIVE",TRPM Chipseal Marker w/Cover-Yellow,TRPM Chipseal marker Tabs/Markings
75052,Flexible Base,15 loads of road base...nsc...beckera,road base...nsc
75052,Flexible Base,200 tons road base...ESC,road base...beckera
75052,Flexible Base,"3907 S.Industrial Dr, 150 tons Road Base, SZ SM 10/27/11","Road Base,johnsonj"
63066101001,PAINT MARKING ASPHALT/CONCRETE GREEN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed for Glen Bell warehouse
63066101001,PAINT MARKING ASPHALT/CONCRETE GREEN,RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE__________,material needed at awwbsc
57028100005,GUARD RAIL GALV 1FT X 24FT X 6IN,Inv item - South,Tx Corrugators/B.Ramirez/3 inv guardrail items/4 misc. items
5503648,THERMOPLASTIC PAVEMENT MARKING MATERIAL,PR 2019-1095    885202  TM WHT ALKYD TX 2014 SPRY/EXTRD  Package in 50LB bags 40 per pallet shrink wrapped,PR 2019-1095 S&M Pavement Marking Material Replenishment
75052,Flexible Base,ROAD BASE-SOUTH,FLEXIBLE BASE-GBSC
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",Pick-up Pricing for TLSC Feb 2 loads for Northeast treatment plant access rd,Cold Mix for TLSC
63066101003,PAINT MARKING ASPHALT/CONCRETE WHITE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 8/1/19,msc qia material for awgbsc
89040101001,RING PAVING VALVE CASING C-6,RC LN_______ QTY DEL_______ P/F___ B/O____ DEL DATE___________,material needed at awgbsc
12025,"Bridges, Passenger Loading",Provide 24 50-ton PC air units for boarding bridges,Provide 24 50-ton PC air units for boarding bridges
75052,Flexible Base,WR178431     6301 S. MOPAC BLVD. - BORE    ROAD BASE      BETO REYES,ROAD BASE
75052,Flexible Base,200 Tons Road Base/Delivery/S. Industrial,200 Tons Road Base/Delivery/S. Industrial
75052,Flexible Base,150 tons road base for GBSC (south yard),Road Base
63066,"Paints, Traffic",This is a request for a 2 year contract with three -12 month extensions for Traffic Paint.  The estimated total cost for the 5 years is 157K. This contract will replace the existing contract MA 6200 NA080000244.  Please contact Ericka for questions @ 974-4067,Traffic Paint for ABIA  MAX PO# 2193
75052,Flexible Base,"Material NSC,Burnet Rd/Braker Ln,05/10/11 4 loads Road Base,","Road Base,johnsonj"
63066101001,PAINT MARKING ASPHALT/CONCRETE GREEN,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE_______,material needed at awgbsc
63066101003,PAINT MARKING ASPHALT/CONCRETE WHITE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 10/7/20,msc qia material for awwbsc
75052,Flexible Base,"Material,3907 S. Industrial Dr, SZ SM 07/31/12 150 tons Road Base","Road Base,johnsonj"
75052,Flexible Base,"McKalla NSC 12 loads Road Base,LT 12/13/10","Road Base,johnsonj"
40531,"Lubricants, Industrial Type",,ULLRICH WTP
40531,"Lubricants, Industrial Type","industrial lubricants, MOBIL brand only.  Mobil DTE BB 220 #98K490 Qty:2@$770.07",Lubricants
40524,"Grease, Lubrication Type",,Sealant
40500,"FUEL, OIL, GREASE AND LUBRICANTS",,LOWES/OIL/HOSE/NOZZLE/CONCRETE/FISCHER
40531,"Lubricants, Industrial Type","Mystic-Multipurpose JT-6, 35 gal",MISC EQUIPMENT GREASE
45060105001,GUN GREASE MULTI-LOAD NO. C 1080,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc
40524,"Grease, Lubrication Type",,Nordstrom 421 5 QT Can Sealant/Davis WTP/Van Horn
40524,"Grease, Lubrication Type","Lubricating Oils, Fluids, & Greases",hydro-68 for scraba hydro pump rb
40531,"Lubricants, Industrial Type",MBL 105819 MOBIL,Mobil Oil - Ullrich WTP
40531,"Lubricants, Industrial Type","Mobiil Super 10W40 6 qt 8 Cases, Mobil Lux EP2 10pk  4 cases.",Mobil Super 10x40 6qt & Mobil LUX  EP 2 10pk for SAR
4055151,"OILS, INDUSTRIAL",Catalog - MBL 104050 (K)MOBIL SHC CIBUS 150 55GL Drum (Six drums),"HANDCOX WTP OILS, INDUSTRIAL ORDER DEC 2022"
40531,"Lubricants, Industrial Type",Extra heavy industrial Lubricants for ULLRICH WTP,Extra heavy industrial Lubricants for ULLRICH WTP
4055433,"OILS, LUBRICATING FOR PORTABLE POWER TOOLS",,"Gauges, pistons, fluid"
40531,"Lubricants, Industrial Type",,Heavy Duty Oil 2 55 Gal Drums/Hornby Bend.
4055151,"OILS, INDUSTRIAL",Catalog - MBL 105835 MOBIL GEAR 600 XP150 400LB 55GL Drum (One drum),"HANDCOX WTP OILS, INDUSTRIAL ORDER DEC 2022"
4053975,"OILS, MOTOR, SPECIAL",QTY: 12,Surfa Slick Lute 36' Serrated Bar
40531,"Lubricants, Industrial Type",,"Lubricants, Industrial Type Mobil Gear 600 XP ISO 150 400 lb"
40554330001,"Oil Lubricating 50W, Air Tool 16oz.",RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,material needed at wbsc
40524100001,GREASE GENERAL PURPOSE TUBE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 5/23/2018,Grainger material for AWGBSC
40549,"Oil, Gear",,Lubriplate Food Grade Gear Oil
2041391,"CORDS, LINE, MODULAR",FEET OF 4/5 FESTOON CABLE  Per Quote Dated 07/14/17,Power Cords and Connections for Event Power Supplies
2859564,"PLUGS, RECEPTACLE",,"C/H Hazardous Area Receptacles & Plugs, Hornsby, Copeland"
6024,"Cables, Looms, and Terminals",,meltric ends for cables
12025,"Bridges, Passenger Loading","3 EA SWITCH, MICRO - HEAVY DUTY LIMIT, 600VAC, 10AMP @ $126.00 = $378.00    Catalog # 4100212",Switches for Warehouse Stock
28512,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),QTY 20 - CWDTWRVGF20 - P&S 2097-TRWRW 20A 125V GFCI RCPT,"CRAWFORD - DAVIS - RECEPTACLES, COVERS & CONNECTORS - NOV 23"
607108,AIR CONDITIONING AND HEATING PARTS AND ACCESSORIES,10 each Electrical Plug Contact #JB7174 @234.00 = $2340.00  Freight $50.00,Electrical Plug contact # JB7174  MAX PO# 3824 PR # 2083
36022,"Installation Supplies: Adhesive Edge Strip, Seam T","Fork Terminal,Nylon ,22-18 gauge,#6 stud/100 pk","TESSCO $3,471.08 SEE ATTACHED"
28579,"Switches, Miscellaneous",UTH Trans SW Door Gasket DI4992-1,Purchase for Substation Maint.
36022,"Installation Supplies: Adhesive Edge Strip, Seam T","Butt connector, Nylon,12-10 gauge/1000 pack  Mfr: Wireless Solutions Mfr P/N: YBS-N-1000-D","TESSCO $1,971.12 SEE ATTACHED"
67033125013,PLUG BRASS 1/4 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell warehouse
28526115001,SPLICE COMP W/INHIBITOR #795 MCM,,"Wire Nuts,  Screws, Tape, Walnut, Copeland"
28595,"Wiring Devices: Adapters, Caps, Connectors, Extens",,EDWARDS- ADAPTER BEACON BASE AND LIGHT MODULES
28512,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),"Buyboard 657-21 - Electrical Supplies, Materials and Equipment   Freight",3 of INT-MAT EK4236S 120-277 VAC 6AEB ELECT PHOTO CNTL SWIVE
85544,Lighting and Dimming Controls: Autotransformer Dim,AZW - 2x4 LED LIGHT FIXTURES,AZW - 2x4 LED LIGHT FIXTURES
2856167,"SOCKETS, METER",Meter Devices-TS-PTS/6003012-AE,Meter Sockets
36022,"Installation Supplies: Adhesive Edge Strip, Seam T","Butt connector, non insulated,8 gauge/100 pack  Mfr: Wireless Solutions Mfr P/N: B8N","TESSCO $1,971.12 SEE ATTACHED"
20092,Work Clothes,QTY: 3   $62.99 Ea,Uniform Pants
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,Rapid Dry Shirts 456  / Mens additional charge for 2XL (12),Austin Screen Printing / various Polo Shirts for staff
2008463,"SHIRTS, WORK, SHORT SLEEVE, FLAME RESISTANT, MALE",DRIFIRE POCKET T-SHIRT X-LARGE,FIRE RETARDENT T-SHIRTS W/ EMBLEM FOR INSTRUMENTATION TECHS
20092,Work Clothes,ERIN WITTMAN,UNIFORM ERIN WITTMAN
2007214,SHIRTS,fire retardent work shirts; 3X-large,6 ELECTRICAL MAINTENANCE FR SHIRTS
20084125015,JACKET WORK NAVY LRG REG,JT22NV Jacket Work Navy Lrg Reg,WORK/SUPERVISOR JACKETS (Backorders)
2008420,CLOTHING: JEANS,Arc Jeans Inv# INV0509096.,"Arc Rated Jeans, GA130000102, GT Distributors"
20085,"Uniforms, Blended Fabric",Uniforms Traffic Signals for a Total Cost of $789.61,Uniforms Traffic Signals
34592502012,SAFETY VEST TWO TONE STYLE YELLOW  4XLRG (58-60) IN,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at gbsc
20084113010,SHIRT T CITY OF AUSTIN BLUE 2XLRG,RC LN____ QTY DEL_____ P/F_____ B/O____ DEL DATE__________,material needed at wbsc
20082100036,COVERALL LS INSULATED NAVY 3XL-LONG,,Insulated Coveralls
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,Trail Maintenance Graffiti - staff shirts  Juan Espinoza was hired as the new Graffiti Supervisor in PARD and will need 5 Supervisor shirts as part of his required uniform.      Contact Person  Sonny Chandler 479-549-7596    PR 2018-10634  Refer to quote 22849 for details    Total $89.45,Contact Person  Sonny Chandler 479-549-7596
20092,Work Clothes,QTY- 19 BLAUER JACKETS,BLAUER JACKETS
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM","(1) Red Kap: Cotton Cargo Short - PC86NV-Navy, Size: 38W",Sample Uniform for ACCD Garage Department
2007223,"COATS, DRESS UNIFORM, FIRE",1 Blazer w/15 yr service for Travis Jordan #482263,Blazer for Travis Jordan
20092800042,SHIRT WORK MEN SHORT SLEEVE WHITE 5XL,SP24WH SHIRTS WORK MEN S/S WHITE 5XL,WORK SHIRTS for B/O
2007214,SHIRTS,"Denim Blue Edwards # 1093-07, 3X Large, W/ Extra Long Sleeves. W/ABIA Logo",Work Shirts for New Employee W/Extra Long Sleeves
34592502007,SAFETY VEST STYLE YELLOW MEDIUM CLASS 3,,Ace Cont/Concrete/lumber and redwood
2008420,CLOTHING: JEANS,Arc Jeans INV# INV0504708.,"Arc Rated Jeans, GA130000102, GT Distributors"
20092,Work Clothes,TREVOR BURRIER,UNIFORM TREVOR BURRIER
20084113009,SHIRT T NAVY BLUE SIZE 2XL,FLEET (MIKE BUCKNER),NAVY T-SHIRTS FOR FLEET (MIKE BUCKNER)
20092,Work Clothes,,HB: WORK SHIRTS
20085,"Uniforms, Blended Fabric","(1) US3062B, Harriton Jacket -- Black, Nylon Coaches Jacket - M775, Medium",These Jacket will be used as a fit Set for ACCD Maintenance
20084125010,JACKET WORK NAVY MEDIUM LONG,per spec psd-0027,WORK AND SUP. JACKETS B/O
20084117006,SHIRT T ASH L/S SIZE 3XLARGE,,firm order Oct 2010
20092,Work Clothes,BASEBALL CAPS - MAINTENANCE,HB: SHIRTS AND HATS
34592502011,SAFETY VEST STYLE YELLOW 3XLARGE CLASS 3,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  5/22/2019,MSC QIA material for AWWBSC
2008611,"CLOTHING: SHIRT, WORK",Intern sample shirt 2015.,Intern Sample Shirts
20092,Work Clothes,"Workshirts for AE employees, Invoice no. INV0356607; Buyer: Dolores Castillo",Workshirts for AE employees
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM","212 each, Tactical Shirt, LS #8730-04 @ $68.96 each,   Names and Sizes to be determined",Miller Uniform requirements for Cadet Class 137th & 138th
20092,Work Clothes,NEW HIRE KEVIN REDD,UNIFORM NEW HIRE KEVIN REDD
2007214,SHIRTS,"Polo Shirt, Yellow, Size Medium, ABIA Logo in Blue w/Security embroidered above logo in Black #CS410",Uniform Shirts for Security & Opsec
34065,FIRE PROTECTION EQUIPMENT AND SUPPLIES,Swim Shorts for warehouse stock (PR 331) RFQKB05042015-001  1.) 6 each Columbia Sportswear Backcast III Water Short Small  2.) 6 each Columbia Sportswear Backcast III Water Short Medium  3.) 12 each Columbia Sportswear Backcast III Water Short Large  4.) 6 each Columbia Sportswear Backcast III Water Short XL  5.) 6 each Columbia Sportswear Backcast III Water Short XXL,Swim Shorts for warehouse stock (PR 331) RFQKB05042015-001
